Country;NUTS_Code;Air_Pollutant;Outcome;Affected_Population;Populated_Area[km2];Air_Pollution_Average[ug/m3];Value;;;;;;;;
Italy;ITI45;NO2;Diabetes Mellitus;387804,00;2073,80;10,10;177,00;;;;;;;;
Italy;ITH58;NO2;Diabetes Mellitus;310048,00;1715,20;8,30;11,00;;;;;;;;
Italy;ITH58;NO2;Diabetes Mellitus;310048,00;1715,20;8,30;100,00;;;;;;;;
Italy;ITI13;NO2;Diabetes Mellitus;230251,00;744,00;8,90;11,00;;;;;;;;
Spain;ES220;PM2.5;Diabetes Mellitus;495827,00;1317,90;7,30;37,00;;;;;;;;
Italy;ITI15;NO2;Diabetes Mellitus;189504,00;277,90;10,70;15,00;;;;;;;;
Italy;ITI11;PM2.5;Diabetes Mellitus;142144,00;678,10;8,40;173,00;;;;;;;;
Italy;ITI16;NO2;Diabetes Mellitus;194166,00;873,40;5,30;56,00;;;;;;;;
Italy;ITI17;NO2;Diabetes Mellitus;322051,00;1829,30;7,40;13,00;;;;;;;;
Italy;ITI18;NO2;Diabetes Mellitus;269876,00;2343,90;5,50;40,00;;;;;;;;
Italy;ITI14;PM2.5;Diabetes Mellitus;755723,00;2924,00;10,00;1215,00;;;;;;;;
Italy;ITI15;PM2.5;Diabetes Mellitus;189504,00;277,90;12,00;366,00;;;;;;;;
Italy;ITI21;NO2;Diabetes Mellitus;514219,00;4089,30;6,10;9,00;;;;;;;;
Italy;ITI17;PM2.5;Diabetes Mellitus;322051,00;1829,30;10,60;531,00;;;;;;;;
Italy;ITI22;NO2;Diabetes Mellitus;180343,00;1318,90;6,20;5,00;;;;;;;;
Spain;ES212;PM2.5;Ischemic heart disease;536944,00;796,30;8,20;37,00;;;;;;;;
Sweden;SE22;PM2.5;Stroke;1089378,00;11345,20;6,40;37,00;;;;;;;;
Switzerland;CH01;PM2.5;Diabetes Mellitus;1229845,00;3274,00;6,30;37,00;;;;;;;;
Italy;ITI41;NO2;Diabetes Mellitus;249239,00;1700,80;6,30;26,00;;;;;;;;
Italy;ITI34;NO2;Diabetes Mellitus;167756,00;814,20;7,70;6,00;;;;;;;;
Italy;ITI35;NO2;Diabetes Mellitus;133942,00;674,20;8,40;1,00;;;;;;;;
Italy;ITI41;NO2;Diabetes Mellitus;249239,00;1700,80;6,30;3,00;;;;;;;;
Italy;ITI45;PM2.5;Diabetes Mellitus;387804,00;2073,80;12,40;666,00;;;;;;;;
Switzerland;CH013;PM2.5;Ischemic heart disease;370324,00;242,60;9,50;37,00;;;;;;;;
Italy;ITI44;NO2;Diabetes Mellitus;416142,00;1720,80;8,90;186,00;;;;;;;;
Albania;AL031;PM2.5;Stroke;99538,00;740,10;11,20;38,00;;;;;;;;
Italy;IT;PM2.5;Ischemic heart disease;45750394,00;169657,20;11,70;2515,00;;;;;;;;
Italy;ITC;PM2.5;Ischemic heart disease;12318028,00;34762,70;15,20;940,00;;;;;;;;
Italy;ITG;PM2.5;Ischemic heart disease;5048397,00;18730,50;8,50;159,00;;;;;;;;
Italy;ITF;PM2.5;Ischemic heart disease;10613537,00;36951,60;9,70;440,00;;;;;;;;
Italy;ITH;PM2.5;Ischemic heart disease;8891652,00;40524,10;13,90;585,00;;;;;;;;
Italy;ITI;PM2.5;Ischemic heart disease;8878779,00;38688,30;9,90;388,00;;;;;;;;
Italy;ITC3;PM2.5;Ischemic heart disease;1137626,00;3181,00;8,80;36,00;;;;;;;;
Italy;ITF1;PM2.5;Ischemic heart disease;1030358,00;5104,00;9,80;38,00;;;;;;;;
Italy;ITC1;PM2.5;Ischemic heart disease;3466352,00;15517,90;13,80;240,00;;;;;;;;
Italy;ITF4;PM2.5;Ischemic heart disease;3109612,00;8535,40;10,20;119,00;;;;;;;;
Italy;ITF6;PM2.5;Ischemic heart disease;1471244,00;6886,60;8,50;46,00;;;;;;;;
Italy;ITC2;PM2.5;Ischemic heart disease;106034,00;789,40;5,20;1,00;;;;;;;;
Italy;ITF2;PM2.5;Ischemic heart disease;245775,00;2156,50;9,10;7,00;;;;;;;;
Italy;ITG1;PM2.5;Ischemic heart disease;3791059,00;10663,90;9,30;135,00;;;;;;;;
Italy;ITC4;PM2.5;Ischemic heart disease;7608014,00;15274,40;18,40;662,00;;;;;;;;
Italy;ITI1;PM2.5;Ischemic heart disease;2768017,00;16503,00;9,20;115,00;;;;;;;;
Italy;ITF3;PM2.5;Ischemic heart disease;4298320,00;9965,70;10,80;217,00;;;;;;;;
Italy;ITF5;PM2.5;Ischemic heart disease;458227,00;4303,40;7,90;11,00;;;;;;;;
Italy;ITG2;PM2.5;Ischemic heart disease;1257337,00;8066,70;7,50;23,00;;;;;;;;
Italy;ITH4;PM2.5;Ischemic heart disease;903995,00;4170,60;12,50;46,00;;;;;;;;
Italy;ITI2;PM2.5;Ischemic heart disease;694563,00;5408,20;9,30;25,00;;;;;;;;
Italy;ITH5;PM2.5;Ischemic heart disease;3424284,00;18265,10;13,50;211,00;;;;;;;;
Italy;ITI3;PM2.5;Ischemic heart disease;1202501,00;6233,20;9,70;48,00;;;;;;;;
Italy;ITI4;PM2.5;Ischemic heart disease;4213696,00;10543,90;11,40;199,00;;;;;;;;
Italy;ITH1;PM2.5;Ischemic heart disease;393489,00;2870,70;6,60;11,00;;;;;;;;
Italy;ITH2;PM2.5;Ischemic heart disease;417305,00;2104,20;9,00;16,00;;;;;;;;
Italy;ITH3;PM2.5;Ischemic heart disease;3752577,00;13113,50;17,20;298,00;;;;;;;;
Italy;ITC11;PM2.5;Ischemic heart disease;1780112,00;3963,70;14,00;142,00;;;;;;;;
Italy;ITC17;PM2.5;Ischemic heart disease;168641,00;1350,00;16,70;11,00;;;;;;;;
Italy;ITC18;PM2.5;Ischemic heart disease;334674,00;2709,30;15,10;22,00;;;;;;;;
Italy;ITC12;PM2.5;Ischemic heart disease;145522,00;1118,50;14,30;8,00;;;;;;;;
Italy;ITC14;PM2.5;Ischemic heart disease;127169,00;654,70;6,80;3,00;;;;;;;;
Italy;ITC13;PM2.5;Ischemic heart disease;148037,00;629,90;12,30;7,00;;;;;;;;
Italy;ITC20;PM2.5;Ischemic heart disease;106034,00;789,40;5,20;1,00;;;;;;;;
Italy;ITC34;PM2.5;Ischemic heart disease;164772,00;584,30;8,80;5,00;;;;;;;;
Italy;ITC15;PM2.5;Ischemic heart disease;292056,00;1056,80;16,40;20,00;;;;;;;;
Italy;ITC32;PM2.5;Ischemic heart disease;218490,00;879,10;9,70;6,00;;;;;;;;
Italy;ITC4D;PM2.5;Ischemic heart disease;643461,00;401,20;22,10;61,00;;;;;;;;
Italy;ITC42;PM2.5;Ischemic heart disease;462683,00;786,20;15,60;35,00;;;;;;;;
Italy;ITF22;PM2.5;Ischemic heart disease;177287,00;1504,80;9,30;5,00;;;;;;;;
Italy;ITC44;PM2.5;Ischemic heart disease;140024,00;580,80;7,60;3,00;;;;;;;;
Italy;ITC48;PM2.5;Ischemic heart disease;420013,00;2068,10;17,00;32,00;;;;;;;;
Italy;ITC4B;PM2.5;Ischemic heart disease;318116,00;1930,60;20,10;27,00;;;;;;;;
Italy;ITF11;PM2.5;Ischemic heart disease;236212,00;1335,50;7,90;6,00;;;;;;;;
Italy;ITC4A;PM2.5;Ischemic heart disease;281973,00;1404,10;21,50;26,00;;;;;;;;
Italy;ITC46;PM2.5;Ischemic heart disease;844118,00;1692,10;17,00;71,00;;;;;;;;
Italy;ITC47;PM2.5;Ischemic heart disease;964048,00;2798,80;18,60;83,00;;;;;;;;
Italy;ITC49;PM2.5;Ischemic heart disease;170863,00;645,20;21,20;15,00;;;;;;;;
Italy;ITF34;PM2.5;Ischemic heart disease;337206,00;2126,60;9,60;12,00;;;;;;;;
Italy;ITC4C;PM2.5;Ischemic heart disease;2403255,00;1466,40;21,80;229,00;;;;;;;;
Italy;ITF35;PM2.5;Ischemic heart disease;791457,00;3025,90;9,30;31,00;;;;;;;;
Italy;ITC16;PM2.5;Ischemic heart disease;470140,00;4035,00;12,30;24,00;;;;;;;;
Italy;ITF46;PM2.5;Ischemic heart disease;495244,00;2164,00;9,60;16,00;;;;;;;;
Italy;ITF45;PM2.5;Ischemic heart disease;621876,00;1642,70;11,00;27,00;;;;;;;;
Italy;ITF48;PM2.5;Ischemic heart disease;305547,00;466,90;9,70;11,00;;;;;;;;
Italy;ITC31;PM2.5;Ischemic heart disease;153376,00;564,30;8,10;3,00;;;;;;;;
Italy;ITF62;PM2.5;Ischemic heart disease;125033,00;602,00;8,50;3,00;;;;;;;;
Italy;ITF31;PM2.5;Ischemic heart disease;703784,00;1996,10;12,60;39,00;;;;;;;;
Italy;ITF63;PM2.5;Ischemic heart disease;275823,00;1259,60;8,50;8,00;;;;;;;;
Italy;ITF43;PM2.5;Ischemic heart disease;416430,00;1379,00;10,60;16,00;;;;;;;;
Italy;ITC41;PM2.5;Ischemic heart disease;703122,00;1009,20;17,00;56,00;;;;;;;;
Italy;ITC33;PM2.5;Ischemic heart disease;600986,00;1153,20;8,40;19,00;;;;;;;;
Italy;ITF47;PM2.5;Ischemic heart disease;963285,00;1890,60;9,80;35,00;;;;;;;;
Italy;ITG13;PM2.5;Ischemic heart disease;466757,00;1374,80;8,80;16,00;;;;;;;;
Italy;ITC43;PM2.5;Ischemic heart disease;256332,00;491,80;15,50;18,00;;;;;;;;
Italy;ITG14;PM2.5;Ischemic heart disease;343094,00;1062,60;9,30;10,00;;;;;;;;
Italy;ITF52;PM2.5;Ischemic heart disease;158090,00;1328,40;8,80;4,00;;;;;;;;
Italy;ITG18;PM2.5;Ischemic heart disease;237165,00;1255,00;10,00;8,00;;;;;;;;
Italy;ITG17;PM2.5;Ischemic heart disease;836605,00;1499,50;10,00;32,00;;;;;;;;
Italy;ITG19;PM2.5;Ischemic heart disease;289552,00;1246,00;10,30;10,00;;;;;;;;
Italy;ITG2D;PM2.5;Ischemic heart disease;352649,00;3066,60;6,80;4,00;;;;;;;;
Italy;ITF61;PM2.5;Ischemic heart disease;543339,00;2998,70;8,30;16,00;;;;;;;;
Italy;ITG2E;PM2.5;Ischemic heart disease;168529,00;1115,20;7,10;2,00;;;;;;;;
Italy;ITF13;PM2.5;Ischemic heart disease;253374,00;881,20;10,80;11,00;;;;;;;;
Italy;ITG16;PM2.5;Ischemic heart disease;137127,00;716,90;8,50;4,00;;;;;;;;
Italy;ITF64;PM2.5;Ischemic heart disease;122655,00;569,70;9,00;4,00;;;;;;;;
Italy;ITF65;PM2.5;Ischemic heart disease;404392,00;1456,60;8,90;13,00;;;;;;;;
Italy;ITH10;PM2.5;Ischemic heart disease;393489,00;2870,70;6,60;11,00;;;;;;;;
Italy;ITF12;PM2.5;Ischemic heart disease;238516,00;1254,60;10,30;9,00;;;;;;;;
Italy;ITG12;PM2.5;Ischemic heart disease;949736,00;1806,50;8,70;36,00;;;;;;;;
Italy;ITF14;PM2.5;Ischemic heart disease;302255,00;1632,70;10,30;11,00;;;;;;;;
Italy;ITF21;PM2.5;Ischemic heart disease;68488,00;651,70;8,60;1,00;;;;;;;;
Italy;ITH31;PM2.5;Ischemic heart disease;710941,00;2604,50;18,50;60,00;;;;;;;;
Italy;ITH34;PM2.5;Ischemic heart disease;696189,00;2258,60;18,20;55,00;;;;;;;;
Italy;ITF32;PM2.5;Ischemic heart disease;226941,00;1767,80;11,10;10,00;;;;;;;;
Italy;ITF33;PM2.5;Ischemic heart disease;2238930,00;1049,30;13,90;123,00;;;;;;;;
Italy;ITG15;PM2.5;Ischemic heart disease;210141,00;628,80;9,60;7,00;;;;;;;;
Italy;ITF44;PM2.5;Ischemic heart disease;307227,00;992,20;10,40;11,00;;;;;;;;
Italy;ITG2F;PM2.5;Ischemic heart disease;326835,00;597,20;8,40;7,00;;;;;;;;
Italy;ITF51;PM2.5;Ischemic heart disease;300136,00;2975,00;7,50;6,00;;;;;;;;
Italy;ITH33;PM2.5;Ischemic heart disease;164280,00;1130,50;9,00;5,00;;;;;;;;
Italy;ITG2G;PM2.5;Ischemic heart disease;127658,00;926,80;8,20;2,00;;;;;;;;
Italy;ITH54;PM2.5;Ischemic heart disease;528137,00;2438,60;14,00;36,00;;;;;;;;
Italy;ITH55;PM2.5;Ischemic heart disease;766076,00;3244,90;13,40;44,00;;;;;;;;
Italy;ITH35;PM2.5;Ischemic heart disease;586806,00;1681,40;16,70;45,00;;;;;;;;
Italy;ITH36;PM2.5;Ischemic heart disease;731264,00;2025,30;19,90;63,00;;;;;;;;
Italy;ITH41;PM2.5;Ischemic heart disease;242908,00;1222,10;13,70;14,00;;;;;;;;
Italy;ITH42;PM2.5;Ischemic heart disease;415040,00;2463,00;12,00;20,00;;;;;;;;
Italy;ITH53;PM2.5;Ischemic heart disease;408545,00;1959,70;14,60;28,00;;;;;;;;
Italy;ITG11;PM2.5;Ischemic heart disease;320877,00;1073,70;8,70;9,00;;;;;;;;
Italy;ITH57;PM2.5;Ischemic heart disease;303104,00;1580,20;13,90;17,00;;;;;;;;
Italy;ITH52;PM2.5;Ischemic heart disease;352102,00;2563,50;12,60;21,00;;;;;;;;
Italy;ITH59;PM2.5;Ischemic heart disease;257332,00;749,80;11,10;13,00;;;;;;;;
Italy;ITI13;PM2.5;Ischemic heart disease;230251,00;744,00;10,90;11,00;;;;;;;;
Italy;ITH56;PM2.5;Ischemic heart disease;273335,00;2034,50;15,90;18,00;;;;;;;;
Italy;ITI18;PM2.5;Ischemic heart disease;269876,00;2343,90;8,70;9,00;;;;;;;;
Italy;ITH43;PM2.5;Ischemic heart disease;105496,00;314,80;13,30;5,00;;;;;;;;
Italy;ITH44;PM2.5;Ischemic heart disease;140550,00;170,70;10,80;6,00;;;;;;;;
Italy;ITI14;PM2.5;Ischemic heart disease;755723,00;2924,00;10,00;35,00;;;;;;;;
Italy;ITI17;PM2.5;Ischemic heart disease;322051,00;1829,30;10,60;15,00;;;;;;;;
Italy;ITI19;PM2.5;Ischemic heart disease;211300,00;2778,80;8,50;5,00;;;;;;;;
Italy;ITI21;PM2.5;Ischemic heart disease;514219,00;4089,30;9,10;18,00;;;;;;;;
Italy;ITI22;PM2.5;Ischemic heart disease;180343,00;1318,90;9,90;7,00;;;;;;;;
Italy;ITH58;PM2.5;Ischemic heart disease;310048,00;1715,20;10,80;16,00;;;;;;;;
Italy;ITI33;PM2.5;Ischemic heart disease;251698,00;1603,20;9,20;8,00;;;;;;;;
Italy;ITI11;PM2.5;Ischemic heart disease;142144,00;678,10;8,40;4,00;;;;;;;;
Italy;ITH20;PM2.5;Ischemic heart disease;417305,00;2104,20;9,00;16,00;;;;;;;;
Italy;ITH32;PM2.5;Ischemic heart disease;681655,00;2104,20;17,40;54,00;;;;;;;;
Italy;ITI16;PM2.5;Ischemic heart disease;194166,00;873,40;8,60;6,00;;;;;;;;
Italy;ITG2H;PM2.5;Ischemic heart disease;281665,00;2360,80;8,10;6,00;;;;;;;;
Italy;ITI12;PM2.5;Ischemic heart disease;290918,00;1194,90;9,70;12,00;;;;;;;;
Italy;ITH37;PM2.5;Ischemic heart disease;181439,00;1308,90;16,50;12,00;;;;;;;;
Italy;ITI43;PM2.5;Ischemic heart disease;3045226,00;3903,70;12,00;149,00;;;;;;;;
Italy;ITH51;PM2.5;Ischemic heart disease;225599,00;1978,80;13,30;15,00;;;;;;;;
Italy;ITI35;PM2.5;Ischemic heart disease;133942,00;674,20;10,00;4,00;;;;;;;;
Italy;ITI45;PM2.5;Ischemic heart disease;387804,00;2073,80;12,40;19,00;;;;;;;;
Italy;ITI44;PM2.5;Ischemic heart disease;416142,00;1720,80;12,30;19,00;;;;;;;;
Italy;ITI42;PM2.5;Ischemic heart disease;115283,00;1144,90;8,40;3,00;;;;;;;;
Italy;ITI15;PM2.5;Ischemic heart disease;189504,00;277,90;12,00;10,00;;;;;;;;
Italy;ITI1A;PM2.5;Ischemic heart disease;162080,00;2858,70;7,90;3,00;;;;;;;;
Italy;ITI34;PM2.5;Ischemic heart disease;167756,00;814,20;9,40;6,00;;;;;;;;
Italy;ITI31;PM2.5;Ischemic heart disease;284479,00;1741,10;9,50;12,00;;;;;;;;
Italy;ITI32;PM2.5;Ischemic heart disease;364625,00;1400,50;10,50;16,00;;;;;;;;
Italy;ITI41;PM2.5;Ischemic heart disease;249239,00;1700,80;9,70;7,00;;;;;;;;
Italy;IT;PM2.5;Ischemic heart disease;45750394,00;169657,20;11,70;87859,00;;;;;;;;
Austria;AT32;PM2.5;Diabetes Mellitus;420871,00;2576,50;6,90;38,00;;;;;;;;
Italy;ITC;PM2.5;Ischemic heart disease;12318028,00;34762,70;15,20;32383,00;;;;;;;;
Belgium;BE211;PM2.5;Diabetes Mellitus;763272,00;874,70;11,00;38,00;;;;;;;;
Belgium;BE241;PM2.5;Ischemic heart disease;467002,00;927,80;10,30;38,00;;;;;;;;
Italy;ITF;PM2.5;Ischemic heart disease;10613537,00;36951,60;9,70;15639,00;;;;;;;;
Italy;ITG;PM2.5;Ischemic heart disease;5048397,00;18730,50;8,50;5710,00;;;;;;;;
Bulgaria;BG334;PM2.5;Ischemic heart disease;87112,00;754,00;10,40;38,00;;;;;;;;
Bulgaria;BG424;PM2.5;Ischemic heart disease;87693,00;788,00;8,30;38,00;;;;;;;;
Italy;ITI;PM2.5;Ischemic heart disease;8878779,00;38688,30;9,90;13781,00;;;;;;;;
Italy;ITH;PM2.5;Ischemic heart disease;8891652,00;40524,10;13,90;20343,00;;;;;;;;
Croatia;HR065;PM2.5;Lung cancer;222192,00;1874,80;12,40;38,00;;;;;;;;
France;FRF33;PM2.5;Ischemic heart disease;770043,00;3435,90;7,80;38,00;;;;;;;;
France;FRF12;PM2.5;Stroke;557732,00;2058,60;8,10;38,00;;;;;;;;
Germany;DE94H;NO2;Stroke;44497,00;543,00;7,10;0,00;;;;;;;;
Germany;DEA;PM2.5;Stroke;13846761,00;27786,50;9,10;1283,00;;;;;;;;
Italy;ITF3;PM2.5;Ischemic heart disease;4298320,00;9965,70;10,80;7675,00;;;;;;;;
Italy;ITC3;PM2.5;Ischemic heart disease;1137626,00;3181,00;8,80;1290,00;;;;;;;;
Italy;ITF6;PM2.5;Ischemic heart disease;1471244,00;6886,60;8,50;1649,00;;;;;;;;
Italy;ITF2;PM2.5;Ischemic heart disease;245775,00;2156,50;9,10;272,00;;;;;;;;
Germany;DEA;NO2;Stroke;13846761,00;27786,50;11,40;557,00;;;;;;;;
Greece;EL51;PM2.5;Chronic obstructive pulmonary disease;449021,00;1771,90;12,10;38,00;;;;;;;;
Greece;EL612;PM2.5;Lung cancer;215476,00;654,50;12,30;38,00;;;;;;;;
Italy;ITH4;PM2.5;Ischemic heart disease;903995,00;4170,60;12,50;1644,00;;;;;;;;
Italy;ITG2;PM2.5;Ischemic heart disease;1257337,00;8066,70;7,50;863,00;;;;;;;;
Greece;EL632;PM2.5;Lung cancer;223576,00;851,90;10,10;38,00;;;;;;;;
Italy;ITC4;PM2.5;Ischemic heart disease;7608014,00;15274,40;18,40;22701,00;;;;;;;;
Italy;ITF1;PM2.5;Ischemic heart disease;1030358,00;5104,00;9,80;1371,00;;;;;;;;
Greece;EL521;PM2.5;Stroke;107699,00;321,60;14,60;38,00;;;;;;;;
Italy;ITC1;PM2.5;Ischemic heart disease;3466352,00;15517,90;13,80;8322,00;;;;;;;;
Italy;ITH3;PM2.5;Ischemic heart disease;3752577,00;13113,50;17,20;10279,00;;;;;;;;
Italy;ITC2;PM2.5;Ischemic heart disease;106034,00;789,40;5,20;70,00;;;;;;;;
Greece;EL531;PM2.5;Stroke;139732,00;715,30;10,00;38,00;;;;;;;;
Hungary;HU332;PM2.5;Lung cancer;263531,00;1230,60;12,20;38,00;;;;;;;;
Italy;ITF4;PM2.5;Ischemic heart disease;3109612,00;8535,40;10,20;4262,00;;;;;;;;
Ireland;IE06;PM2.5;Chronic obstructive pulmonary disease;1644924,00;12082,60;5,90;38,00;;;;;;;;
Italy;ITG1;PM2.5;Ischemic heart disease;3791059,00;10663,90;9,30;4847,00;;;;;;;;
Italy;ITF5;PM2.5;Ischemic heart disease;458227,00;4303,40;7,90;407,00;;;;;;;;
Italy;ITI33;PM2.5;Diabetes Mellitus;251698,00;1603,20;9,20;38,00;;;;;;;;
Italy;ITI33;PM2.5;Ischemic heart disease;251698,00;1603,20;9,20;38,00;;;;;;;;
Italy;ITH56;PM2.5;Lung cancer;273335,00;2034,50;15,90;38,00;;;;;;;;
Italy;ITI2;PM2.5;Ischemic heart disease;694563,00;5408,20;9,30;919,00;;;;;;;;
Italy;ITI1;PM2.5;Ischemic heart disease;2768017,00;16503,00;9,20;4082,00;;;;;;;;
Italy;ITI3;PM2.5;Ischemic heart disease;1202501,00;6233,20;9,70;1724,00;;;;;;;;
Italy;ITG18;PM2.5;Stroke;237165,00;1255,00;10,00;38,00;;;;;;;;
Italy;ITF63;PM2.5;Stroke;275823,00;1259,60;8,50;38,00;;;;;;;;
Italy;ITH1;PM2.5;Ischemic heart disease;393489,00;2870,70;6,60;415,00;;;;;;;;
Italy;ITH5;PM2.5;Ischemic heart disease;3424284,00;18265,10;13,50;7409,00;;;;;;;;
Netherlands;NL414;PM2.5;Ischemic heart disease;564941,00;1262,20;9,90;38,00;;;;;;;;
Norway;NO08;PM2.5;Chronic obstructive pulmonary disease;1413523,00;8263,10;4,10;38,00;;;;;;;;
Italy;ITH2;PM2.5;Ischemic heart disease;417305,00;2104,20;9,00;594,00;;;;;;;;
Portugal;PT11C;PM2.5;Diabetes Mellitus;331056,00;1503,20;9,10;38,00;;;;;;;;
Romania;RO214;PM2.5;Diabetes Mellitus;327372,00;2208,20;12,50;38,00;;;;;;;;
Italy;ITI4;PM2.5;Ischemic heart disease;4213696,00;10543,90;11,40;7054,00;;;;;;;;
Italy;ITC14;PM2.5;Ischemic heart disease;127169,00;654,70;6,80;107,00;;;;;;;;
Italy;ITC12;PM2.5;Ischemic heart disease;145522,00;1118,50;14,30;302,00;;;;;;;;
Serbia;RS225;PM2.5;Chronic obstructive pulmonary disease;268392,00;1562,30;14,90;38,00;;;;;;;;
Serbia;RS121;PM2.5;Ischemic heart disease;133608,00;711,30;12,60;38,00;;;;;;;;
Serbia;RS223;PM2.5;Ischemic heart disease;85597,00;1305,20;11,70;38,00;;;;;;;;
Slovakia;SK031;PM2.5;Diabetes Mellitus;513165,00;2127,90;12,00;38,00;;;;;;;;
Italy;ITC34;PM2.5;Ischemic heart disease;164772,00;584,30;8,80;202,00;;;;;;;;
Italy;ITC13;PM2.5;Ischemic heart disease;148037,00;629,90;12,30;259,00;;;;;;;;
Spain;ES24;PM2.5;Chronic obstructive pulmonary disease;1041999,00;2686,10;6,70;38,00;;;;;;;;
Spain;ES425;PM2.5;Stroke;547201,00;1158,10;8,80;38,00;;;;;;;;
Italy;ITC20;PM2.5;Ischemic heart disease;106034,00;789,40;5,20;70,00;;;;;;;;
Switzerland;CH02;PM2.5;Diabetes Mellitus;1461138,00;6556,50;6,20;38,00;;;;;;;;
Belgium;BE1;PM2.5;Diabetes Mellitus;863127,00;155,20;10,60;39,00;;;;;;;;
Belgium;BE10;PM2.5;Diabetes Mellitus;863127,00;155,20;10,60;39,00;;;;;;;;
Italy;ITC46;PM2.5;Ischemic heart disease;844118,00;1692,10;17,00;2454,00;;;;;;;;
Belgium;BE100;PM2.5;Diabetes Mellitus;863127,00;155,20;10,60;39,00;;;;;;;;
Italy;ITC42;PM2.5;Ischemic heart disease;462683,00;786,20;15,60;1219,00;;;;;;;;
Belgium;BE22;PM2.5;Lung cancer;647839,00;2115,60;9,50;39,00;;;;;;;;
Bulgaria;BG341;PM2.5;Diabetes Mellitus;288080,00;1096,50;10,90;39,00;;;;;;;;
Italy;ITC15;PM2.5;Ischemic heart disease;292056,00;1056,80;16,40;721,00;;;;;;;;
Italy;ITC31;PM2.5;Ischemic heart disease;153376,00;564,30;8,10;140,00;;;;;;;;
Denmark;DK032;PM2.5;Chronic obstructive pulmonary disease;542658,00;7380,80;7,90;39,00;;;;;;;;
France;FRJ2;PM2.5;Chronic obstructive pulmonary disease;2144315,00;35124,10;7,60;39,00;;;;;;;;
Italy;ITC41;PM2.5;Ischemic heart disease;703122,00;1009,20;17,00;1947,00;;;;;;;;
France;FRJ13;PM2.5;Ischemic heart disease;770754,00;3581,40;7,60;39,00;;;;;;;;
Italy;ITF14;PM2.5;Ischemic heart disease;302255,00;1632,70;10,30;417,00;;;;;;;;
Italy;ITC44;PM2.5;Ischemic heart disease;140024,00;580,80;7,60;129,00;;;;;;;;
Italy;ITC11;PM2.5;Ischemic heart disease;1780112,00;3963,70;14,00;4894,00;;;;;;;;
Italy;ITC4D;PM2.5;Ischemic heart disease;643461,00;401,20;22,10;2095,00;;;;;;;;
France;FRC1;PM2.5;Lung cancer;1219765,00;18369,30;7,10;39,00;;;;;;;;
Italy;ITC43;PM2.5;Ischemic heart disease;256332,00;491,80;15,50;647,00;;;;;;;;
Germany;DEA1;PM2.5;Stroke;4009606,00;4816,10;9,90;408,00;;;;;;;;
Germany;DEA1;NO2;Stroke;4009606,00;4816,10;15,40;221,00;;;;;;;;
Germany;DEA11;PM2.5;Stroke;459852,00;200,60;10,10;46,00;;;;;;;;
Italy;ITC47;PM2.5;Ischemic heart disease;964048,00;2798,80;18,60;2842,00;;;;;;;;
Italy;ITC4A;PM2.5;Ischemic heart disease;281973,00;1404,10;21,50;918,00;;;;;;;;
Italy;ITC4B;PM2.5;Ischemic heart disease;318116,00;1930,60;20,10;944,00;;;;;;;;
Germany;DEA11;NO2;Stroke;459852,00;200,60;19,70;32,00;;;;;;;;
Italy;ITC4C;PM2.5;Ischemic heart disease;2403255,00;1466,40;21,80;7832,00;;;;;;;;
Italy;ITF33;PM2.5;Ischemic heart disease;2238930,00;1049,30;13,90;4361,00;;;;;;;;
Germany;DEA12;PM2.5;Stroke;383766,00;207,60;11,10;46,00;;;;;;;;
Germany;DEA12;NO2;Stroke;383766,00;207,60;21,60;28,00;;;;;;;;
Germany;DEA13;PM2.5;Stroke;445590,00;210,50;10,70;50,00;;;;;;;;
Greece;EL642;PM2.5;Ischemic heart disease;140118,00;771,00;10,10;39,00;;;;;;;;
Italy;ITF12;PM2.5;Ischemic heart disease;238516,00;1254,60;10,30;331,00;;;;;;;;
Italy;ITF13;PM2.5;Ischemic heart disease;253374,00;881,20;10,80;402,00;;;;;;;;
Italy;ITC49;PM2.5;Ischemic heart disease;170863,00;645,20;21,20;541,00;;;;;;;;
Italy;ITC16;PM2.5;Ischemic heart disease;470140,00;4035,00;12,30;849,00;;;;;;;;
Greece;EL524;PM2.5;Stroke;107239,00;385,80;13,70;39,00;;;;;;;;
Italy;ITC17;PM2.5;Ischemic heart disease;168641,00;1350,00;16,70;416,00;;;;;;;;
Italy;ITC18;PM2.5;Ischemic heart disease;334674,00;2709,30;15,10;769,00;;;;;;;;
Ireland;IE06;PM2.5;Lung cancer;1644924,00;12082,60;5,90;39,00;;;;;;;;
Italy;ITF31;PM2.5;Ischemic heart disease;703784,00;1996,10;12,60;1381,00;;;;;;;;
Italy;ITF22;PM2.5;Ischemic heart disease;177287,00;1504,80;9,30;202,00;;;;;;;;
Ireland;IE06;PM2.5;Stroke;1644924,00;12082,60;5,90;39,00;;;;;;;;
Italy;ITF47;PM2.5;Ischemic heart disease;963285,00;1890,60;9,80;1274,00;;;;;;;;
Italy;ITF32;PM2.5;Ischemic heart disease;226941,00;1767,80;11,10;361,00;;;;;;;;
Italy;ITC32;PM2.5;Ischemic heart disease;218490,00;879,10;9,70;241,00;;;;;;;;
Italy;ITC33;PM2.5;Ischemic heart disease;600986,00;1153,20;8,40;705,00;;;;;;;;
Italy;ITF12;PM2.5;Diabetes Mellitus;238516,00;1254,60;10,30;39,00;;;;;;;;
